signal,function,field_device,field_designation,field_pin,cable_id,cable_core,field_terminal,panel_terminal,internal_wire,interposing_device,module,module_designation,module_terminal,plc_address,potential,return_common,shield_termination,conductor_mm2,color,destination,status
AUDIBLE_ALARM,Relay coil return,-K212,=FC01+CP01-K212,A2,,,-K212:A2,,W0098,-K212,-A103,=FC01+CP01-A103,12,Q1.4,0V,X0:0V,,0.75,BU,=FC01+CP01-X0:0V,Controlled Rev-C connection; native QET continuity verification remains open
AUDIBLE_ALARM,Relay contact supply,-K212,=FC01+CP01-K212,13,,,-K212:13,,W0099,-K212,-A103,=FC01+CP01-A103,12,Q1.4,+24VDC fused,,,0.75,RD,=FC01+CP01-X24:+24V,Controlled Rev-C connection; native QET continuity verification remains open
AUDIBLE_ALARM,Relay contact 14 to field load,-H101,=FC01+FLD-H101,S,C019,7,-H101:S,X102:17,W0100,-K212,-A103,=FC01+CP01-A103,12,Q1.4,+24VDC switched,,,0.75,BK,=FC01+CP01-K212:14,Controlled Rev-C connection; native QET continuity verification remains open
AUDIBLE_ALARM,Field load return,-H101,=FC01+FLD-H101,COM-S,C019,8,-H101:COM-S,X102:18,W0101,-K212,-A103,=FC01+CP01-A103,12,Q1.4,0V,X0:0V,,0.75,BU,=FC01+CP01-X0:0V,Controlled Rev-C connection; native QET continuity verification remains open
CAMERA_LIGHT_ENABLE,PLC output to relay coil,-K213,=FC01+CP01-K213,A1,,,-K213:A1,,W0102,-K213,-A103,=FC01+CP01-A103,13,Q1.5,24 VDC switched,,,0.75,BK,=FC01+CP01-A103:13,Controlled Rev-C connection; native QET continuity verification remains open
CAMERA_LIGHT_ENABLE,Relay coil return,-K213,=FC01+CP01-K213,A2,,,-K213:A2,,W0103,-K213,-A103,=FC01+CP01-A103,13,Q1.5,0V,X0:0V,,0.75,BU,=FC01+CP01-X0:0V,Controlled Rev-C connection; native QET continuity verification remains open
CAMERA_LIGHT_ENABLE,Relay contact supply,-K213,=FC01+CP01-K213,13,,,-K213:13,,W0104,-K213,-A103,=FC01+CP01-A103,13,Q1.5,+24VDC fused,,,0.75,RD,=FC01+CP01-X24:+24V,Controlled Rev-C connection; native QET continuity verification remains open
CAMERA_LIGHT_ENABLE,Relay contact 14 to field load,-LT200,=FC01+FLD-LT200,1,C020,1,-LT200:1,X102:19,W0105,-K213,-A103,=FC01+CP01-A103,13,Q1.5,+24VDC switched,,,0.75,BK,=FC01+CP01-K213:14,Controlled Rev-C connection; native QET continuity verification remains open
CAMERA_LIGHT_ENABLE,Field load return,-LT200,=FC01+FLD-LT200,2,C020,2,-LT200:2,X102:20,W0106,-K213,-A103,=FC01+CP01-A103,13,Q1.5,0V,X0:0V,,0.75,BU,=FC01+CP01-X0:0V,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_1_MA_RAW,4-20 mA signal positive,-FT100,=FC01+FLD-FT100,SIG+,C021,1,-FT100:SIG+,X102:21,W0107,,-A104,=FC01+CP01-A104,0,IW64,4-20mA,,,0.5,WH,=FC01+CP01-A104:0 AI+,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_1_MA_RAW,Instrument supply,-FT100,=FC01+FLD-FT100,+,C021,2,-FT100:+,X102:22,W0108,,-A104,=FC01+CP01-A104,0,IW64,+24VDC fused,,,0.5,RD,=FC01+CP01-X24:+24V,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_1_MA_RAW,Analog signal return,-FT100,=FC01+FLD-FT100,SIG-,C021,3,-FT100:SIG-,X102:23,W0109,,-A104,=FC01+CP01-A104,0,IW64,0V analog,X0:0V,,0.5,BU,=FC01+CP01-A104:0 MANA,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_1_MA_RAW,Cable shield,-FT100,=FC01+FLD-FT100,SH,C021,4,-FT100:SH,X102:24,W0110,,-A104,=FC01+CP01-A104,0,IW64,FE,,SC100 panel-end only,0.5,GN,=FC01+CP01-SC100:1,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_2_MA_RAW,4-20 mA signal positive,-FT101,=FC01+FLD-FT101,SIG+,C022,1,-FT101:SIG+,X103:1,W0111,,-A104,=FC01+CP01-A104,1,IW66,4-20mA,,,0.5,WH,=FC01+CP01-A104:1 AI+,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_2_MA_RAW,Instrument supply,-FT101,=FC01+FLD-FT101,+,C022,2,-FT101:+,X103:2,W0112,,-A104,=FC01+CP01-A104,1,IW66,+24VDC fused,,,0.5,RD,=FC01+CP01-X24:+24V,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_2_MA_RAW,Analog signal return,-FT101,=FC01+FLD-FT101,SIG-,C022,3,-FT101:SIG-,X103:3,W0113,,-A104,=FC01+CP01-A104,1,IW66,0V analog,X0:0V,,0.5,BU,=FC01+CP01-A104:1 MANA,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_2_MA_RAW,Cable shield,-FT101,=FC01+FLD-FT101,SH,C022,4,-FT101:SH,X103:4,W0114,,-A104,=FC01+CP01-A104,1,IW66,FE,,SC100 panel-end only,0.5,GN,=FC01+CP01-SC100:1,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_1_PULSE,Counter pulse,-FT100,=FC01+FLD-FT100,PULSE,C021,5,-FT100:PULSE,X103:5,W0115,,-A101,=FC01+CP01-A101,CH0 A,TM1.CH0.A,24 V pulse,,,0.5,WH,=FC01+CP01-A101:CH0 A CLK,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_1_PULSE,Counter reference,-FT100,=FC01+FLD-FT100,0V,C021,6,-FT100:0V,X103:6,W0116,,-A101,=FC01+CP01-A101,CH0 A,TM1.CH0.A,0V,X0:0V,,0.5,BU,=FC01+CP01-A101:CH0 A M,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_2_PULSE,Counter pulse,-FT101,=FC01+FLD-FT101,PULSE,C022,5,-FT101:PULSE,X103:7,W0117,,-A101,=FC01+CP01-A101,CH1 A,TM1.CH1.A,24 V pulse,,,0.5,WH,=FC01+CP01-A101:CH1 A CLK,Controlled Rev-C connection; native QET continuity verification remains open
FLOW_2_PULSE,Counter reference,-FT101,=FC01+FLD-FT101,0V,C022,6,-FT101:0V,X103:8,W0118,,-A101,=FC01+CP01-A101,CH1 A,TM1.CH1.A,0V,X0:0V,,0.5,BU,=FC01+CP01-A101:CH1 A M,Controlled Rev-C connection; native QET continuity verification remains open
